mitra_name,address,description,program,course_position
PT. Mitra Edukasi Pratama,"Gedung Menara 165, Lantai 4  Jalan TB. Simatupang Kav. 1 Cilandak Timur, Pasar Minggu, Jakarta 12560","1.Game Designer: students will be able to become graduates who are competent in making Game Designs who have: (1) a responsible, committed, conscientious and empathetic attitude.(2) General skills which include the ability to analyze, design and make game designs.(3) Specific skills which include how to develop stories, create game mechanics, create flows and create layouts.(4) Knowledge of how to make a Game Design Document based on the concept of Design Thinking.2.Game Artist: students are expected to become a competent game artist.Have: (1) Responsible, disciplined, broad-minded, and collaborative attitude; (2) General skills in making various assets needed in a game project; (3) Special skills in operating graphics, animation and audio software to create assets and graphic designs, 2D and 3D animation, and audio for 2D and 3D-based game assets.(4) Knowledge of how to implement assets in a 3.Game Programmer: students will be able to become game programmers who have: (1) a responsible attitude, thorough and able to collaborate in a team; (2) General skills in the ability to analyze and use the Unity Game Engine; (3) Special skills which include programming Pong 2D, Side Slider/Platform 2D, Top Down Shooter 2D, First Person Shooter 3D, Third Person Shooter 3D; (4) Knowledge of implementing monetization in games 4.Educational Game Developer After participating in Stream Educational Game Development, students are expected to become graduates who are competent to apply RenPy in educational games based on pedagogical principles and have: (1) A critical attitude, open-minded, empathetic and collaborative.(2) General skills of using RenPy in educational games (3) Specific skills of RenPy in using: basic, creative and advanced features.(4) Knowledge of pedagogy in the development of educational games, instructional game design and development of educational games 5.Game Project Management students are expected to be able to become Game Project Managers who have: (1) Discipline, respect for time, responsibility, and collaboration (2) General skills which include leadership, group communication, and presentation skills (3) Specific skills that covering market analysis, project management, marketing and branding, and managing change.(4) Knowledge of entertainment and serious games, team building for game development, tools for project management, marketing and branding Attitude General skills Special skills Special skills Special skills 6.Capstone Project This program is intended as a collaborative project that integrates the four streams in the curriculum with intensive mentoring assistance to produce game product prototype outputs, namely educational games, serious games or entertainment games.",Studi Independen,Microcredential Game Developer
PT Mitra Integrasi Informatika,"APL Tower Lantai 37, Jl. Letjen S. Parman Kav. 28, RT.12/RW.6, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Incident Respond Security Operation Center - SOC (Security Operations Center) Network Defense Cyber ​​Security Awareness How to be a Cyber ​​Security Specialist in a Project,Studi Independen,Network Security Operation Center (Cyber Blue Team – CND; CSA; ECIH)
PT Hacktivate Teknologi Indonesia,"Gedung Aquarius Lt. 1&2, Jl. Sultan Iskandar Muda No. 7,  RT. 005 RW. 009, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan 12240","Understand and know the basic fundamentals of a back-end web developer.Understand and implement the Nodejs framework, especially the backend for web application needs.Securing and managing user authentication and access control for backend applications.Design and create databases for web application purposes.Debug and optimize the performance of the created web application",Studi Independen,Node JS for Back End Web Developer
PT Dicoding Akademi Indonesia,"Dicoding Space, Jalan Batik Kumeli No 50, Kecamatan : Cibeunying Kaler, Kelurahan : Sukaluyu, RT : 10, RW : 07, Kota Bandung, Jawa Barat, 40123","Career Preparation Prepare yourself, actively contribute, and willing to learn Soft skills learning Initiative, Proactive, Responsible Self-reflection Starting Programming Fundamentals to Become a Software Developer Introduction To Programming Logic Learn Git Basics with Github Getting Started Programming With Kotlin Learn Android Application Fundamentals Learn Application Development Android Intermediate Learn Programming Principles SOLID Learn Basic UX Design Capstone Project / Final Project",Studi Independen,Pengembang Aplikasi Android
PT Dicoding Akademi Indonesia,"Dicoding Space, Jalan Batik Kumeli No 50, Kecamatan : Cibeunying Kaler, Kelurahan : Sukaluyu, RT : 10, RW : 07, Kota Bandung, Jawa Barat, 40123","Be prepared, contribute actively, and be willing to learn Self-reflection Introduction To Programming Logic Starting Programming Fundamentals to Become a Software Developer Learn Git Basics with Github Learn Front-End Web Development Fundamentals Learn Web Programming Fundamentals Learn to Make a Web Front-End for Beginners Become a Front-End End Web Developer Expert Learn Basic JavaScript Programming Learn to Create Back-End Applications for Beginners Initiative, Proactive, Responsible Soft skills Learning Career Preparation Capstone Project / Final Project",Studi Independen,Pengembang Front-End Web dan Back-End
PT Presentologics,"Dicoding Space Jl. Batik Kumeli no 50 Bandung, Indonesia","Be prepared, contribute actively, and be willing to learn Soft skills learning Introduction to Programming Logic Learn Git Basics with Github Self Reflection Starting Programming Fundamentals to Become a Software Developer Learn Web Programming Basics Learn Creating Web Front-Ends for Beginners Learning Front-End Web Development Fundamentals Learn to Make Web Applications with React Learn Fundamentals of Web Applications with React Initiative, Proactive, Responsible Become a Front-End Web Developer Expert Career Preparation Capstone Project / Final Project",Studi Independen,Pengembang Front-End Web dan React
PT Presentologics,"Dicoding Space Jl. Batik Kumeli no 50 Bandung, Indonesia","Self-reflection Learn Basic Git with Github Be prepared, contribute actively, and be willing to learn Capstone Project Initiative, Proactive, Responsible Learning Soft skills Career Preparation Starting Programming Fundamentals to Become a Software Developer Introduction to Programming Logic Basic Learning Data Visualization Basic Learning Web Programming Get Started Programming With Python Learn Machine Learning for Beginners Learn Machine Learning Development Applied Machine Learning Mastery Evaluation Machine Learning Learn to Create a Web Front-End for Beginners Learn Fundamentals Front-End Web Development",Studi Independen,Pengembang Machine Learning dan Front-End Web
PT LENTERA BANGSA BENDERANG,(Alamat Tidak Tersedia),"Able to analyze problems and perform prioritization using a framework Recognize the world of start-up and basic Product Management Introduction - Understand the Introduction to the World of Programming Understand the process of creating user centric products Understand the world of business, technology, data and its relation to Product Management Understand the implementation of SDLC within the organization Able to create deliverables document as PM Understand how to calculate product economics and make product presentations Understand how to build a career as PM Collaborate using collaboration tools in synthesizing research results, evaluating, developing, and presenting digital products to stakeholders (internal and external)",Studi Independen,Product Management - Digital Product
PT BISA ARTIFISIAL INDONESIA,JLN. IR H JUANDA NO. 84 BANDUNG,Compulsory Learning 1 Capstone Project Learning Compulsory Learning 2 Optional Learning 1 Optional Learning 2,Studi Independen,Produk dan Desain Kecerdasan Artifisial (AI-HIPSTER)
PT Hacktivate Teknologi Indonesia,"Gedung Aquarius Lt. 1&2, Jl. Sultan Iskandar Muda No. 7,  RT. 005 RW. 009, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan 12240",Use scikit-learn to create and evaluate Machine Learning models.Using the functionality and features of Python used for data science.Understand Practical Statistics used for data science.Implementing Supervised and Unsupervised Learning to solve real cases.Create basic to advanced visualizations for data representation.Query struktur DataFrame untuk cleaning and processing dataset.Able to deploy Machine Learning Models that have been made. Create Machine Learning features that meet the needs of data analysis.,Studi Independen,Python for Data Science
PT Hacktivate Teknologi Indonesia,"Gedung Aquarius Lt. 1&2, Jl. Sultan Iskandar Muda No. 7,  RT. 005 RW. 009, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan 12240","Understand the Basics and Fundamentals to become a React programmer, especially ReactJS.Understand and be able to implement website and Apps Interface development using the React Framework as needed.Doing online deployment with several 3rd Party services.Understand the end-to-end React framework from development to deployment in a structured manner. Understand the ""debug"" process and Optimization of ReactJS Web Applications.",Studi Independen,React and React Native for Front End Developer
PT LENTERA BANGSA BENDERANG,(Alamat Tidak Tersedia),"Product class Knowing Introduction to the World of Programming Able to apply the workings of the firebase, geolocation, QR Code, Biometric Auth and Google Auth features Able to master basic development and basic computer science skills Able to understand basic Front-end and React Native Able to apply how to display media and perform mobile testing Apps Able to implement how React Native networking works Able to apply Redux State Management Able to do Apps Deployment and real time database Able to implement OTA Update, Animations, RN Optimation, Firm Management and React Hooks",Studi Independen,React Native
PT BISA ARTIFISIAL INDONESIA,JLN. IR H JUANDA NO. 84 BANDUNG,Capstone Project Learning Optional Learning 1 Optional Learning 2 Compulsory Learning 1 Compulsory Learning 2,Studi Independen,Rekayasa Manufaktur Kecerdasan Artifisial (AI-MANUFACTURE)
PT Revolusi Cita Edukasi,"Go Work Menara Rajawali, Ground Floor, Jl. DR. Ide Anak Agung Gde Agung, RT.5/RW.2, Kuningan, Jakarta, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",Tech Sales Module - Provides participants with a basic understanding of technology sales and its application in the Digital Marketing Module industry - Provides participants with a basic understanding of digital marketing and important channels that are commonly used in the industry Data Analytics Module - Provides participants with a basic understanding of data and analysis methods to support company growth Product Management Module - Provides participants with a basic understanding of product management and its important role in technology companies Career Development Module - Provides provision in the form of important soft skills and is needed by participants to be successful in the technology industry,Studi Independen,"RevoU Tech Academy - Product, Sales, Marketing, Data"
PT BISA ARTIFISIAL INDONESIA,JLN. IR H JUANDA NO. 84 BANDUNG,Compulsory Learning 1 Optional Learning 1 Compulsory Learning 2 Optional Learning 2 Capstone Project Learning,Studi Independen,Riset Kecerdasan Artifisial (AI-RESEARCH)
PT Forest Indo Niaga,"Kuala Lumpur, Malaysia",Workshop Capstone Project Mentorship Career Coaching Industry Sharing,Studi Independen,SeKODlah - Developing Future Innovators
PT. Impactbyte Teknologi Edukasi,"Jl. Simprug Golf 8 No..6, RT.2/RW.8, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220",Softskills & Career Development Introduction to Animation and 12 Principles of Animation Application of 12 Principles of Animation Bounce Ball Animation Cycles Application of 12 Principles of Animation Pendulum & Flying Fox Introduction to Body Mechanic and Acting Advanced to Body Mechanic and Acting Animation Production (Cinematography & Animation Workflow) Final Project - Challenge,Studi Independen,Skilvul Tech4Impact: 3D Animation Development
PT. Impactbyte Teknologi Edukasi,"Jl. Simprug Golf 8 No..6, RT.2/RW.8, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220","UI/UX Prototype Intro to Computer Science & Programming ""FINAL PROJECT WEB DEVELOPMENT (Team Up with Front-End Team)"" Web Development Basic Design Thinking Strategy Business Model with Lean Canvas Developing Digital Features Building website applications from the server side (Back-End Web Development) Softskills and Career Development Group Project - Building Web Services & Restful API Back-End Web Development",Studi Independen,Skilvul Tech4Impact: Back-end Web Development
