mitra_name,position_name,address,description
PT Inamas Sintesis Teknologi,Business Development,"Jl. Werkudara 4, Kel. Wirobrajan, Kec. Wirobrajan, Yogyakarta, D.I.Yogyakarta 55252",Analytical Thinking Problem Solving Critical Thinking
PT Widya Inovasi Indonesia,Business Development,"Jl. Palagan Tentara Pelajar KM 7.5 No.31A, Mudal, Sariharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581",Market and competitor research Presentation to clients Approaching clients Preparation of offer letter Study of products Discussion with project manager
PT Vidio Dot Com,Business Development,"SCTV Tower, Senayan City, Jakarta Pusat",Students can Find or propose potential business deals by contacting potential partners.Students can find and explore business opportunities.Communication Skill Time Management Team Work
PT Semesta Integrasi Digital,Business Development,"Jl. Jeruk Purut Dalam No.33, RT.6/RW.3, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560.",Project Support Development of customer relations Database creation Research and analysis of needs of the Business Unit team Collaboration between functions Coordination Ability Sales report analysis Report generation
PT Simplefi Teknologi Indonesia,Business Development Administrator,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950","Assisting daily operations day-to-day for the BD team Assisting the BD team in terms of administration related to partnerships (agreement, loan documents, etc.) Establishing good relationships with internal and external parties AwanTunai Preparing administration for ongoing projects in the BD team Collaborating with business development associate related to disbursement, repayment, cashback and cashcolll activities on the BD team"
PT Stadikel Edukasi Teknologi,Business (Development) Analyst ,"Jl. Ki Hajar Dewantara No. 73, Jawa Barat",Consumer Behavior Business Research Product Design Business Modelling Partnership Development
PT Simplefi Teknologi Indonesia,Business Development Associate,"Tokopedia Tower Ciputra World 2 Lt.37 Jl. Prof. Dr. Satrio No. Kav. 11 RT.3/ RW.3, Karet Semanggi, Jakarta Selatan 12950","Build and maintain relationships between companies and clients as well as internal departments at AwanTunai Assist daily day-to-day operations for the BD team Assist and manage the disbursement, repayment, cashback and cashcolll processes for the BD team Assist companies to increase company sales with business strategies that have been developed and identify existing opportunities Assist search and coordination with partners & internal departments at AwanTunai"
PT Karya Dua Anyam,Business Development Intern,,Able to selectively determine partners to be invited to work together according to business needs Partnership Conversion Reports Approach Potential Partners Development of Partnership Communication Flow Follow up Potential Partners Making Cooperation Proposals
PT. Grab Teknologi Indonesia,Business Development & Partnership,"Gedung Lippo Kuningan Lt. 27
Jl. HR. Rasuna Said Kav. B 12
Karet Kuningan Setiabudi 
Jakarta Selatan ",Personal Development Business Acumen & Project Management Professional Attributes Project Presentation General Training & Participation
PT ECART WEBPORTAL INDONESIA,Business Development Project Management Office,,Leadership Skill Presentation Skill Data Analysis (inc Ms Excel Proficiency) Project Management Problem Solving Communication Skill Product Operation
PT Karya Dua Anyam,Business Development Sales Intern,,Operations & administration at Hubspot Designing and developing marketing strategy Market research & development research developing marketing strategy Data analysis marketing and sales Product Sales
PT ECART WEBPORTAL INDONESIA,Business Development Seller Self Sign-up,,Presentation Skill Leadership Skill Communication Skill Problem Solving Data Analysis (inc Ms Excel Proficiency) Product Operation Project Management
PT ECART WEBPORTAL INDONESIA,Business Development - Special Project,,Presentation Skills Communication skills Management Skills Planning & Organizing Skills Problem Solving Project Management Basic Analytical Thinking
PT Vidio Dot Com,Business Intelligence,"SCTV Tower, Senayan City, Jakarta Pusat",Ability for presentation.Ability to develop dashboards for users from non-data teams.SQL language to generate expected tables.Problem understanding Data understanding
PT Shippindo Teknologi Logistik,Business Intelligence Analyst Intern,"GoWork XL Axiata Tower 10th floor Jl. H. R. Rasuna Said X5 Kav. 11-12, Kuningan, Jakarta Selatan, Indonesia","Analytics Tools (Metabase, Tableau, Sisense, etc) Basic Excel skills Research Strategy (Research Plan, Research Objective, Quantitative Surveys) Data Warehouse Management Understanding of logistics and warehousing technology business models Ability to innovate in a company Ability to become an Individual Contributor Understanding of work behavior in technology company"
PT Karya Dua Anyam,Business Intelligence Analyst Intern,,"Survey List of MSMEs & Products for Market Linkage Survey and Prepare Buyers for Market Linkage Products Develop market linkage products and marketing tools Distribution of Market Linkage Products Analysis and calculation of production costs, HPP and sales costs Perform Billing and Sales Recording Make Production & Sales Reports Monitor sales"
PT Bhinneka Mentaridimensi,Business Intelligence Intern,"Jl. Gn. Sahari No.73C, RT.9/RW.7, Gn. Sahari Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10610",Inter/Inter-Team Collaboration Ability Communication Skills Database design and advanced SQL Work Planning & Organization Data Analytics Finance Acumen Analytical Thinking Data Visualization Reporting Skill
PT XL Axiata Tbk,Business Intelligence Intern,,Database SQL or web/apps developer Agility Time Management Communication skills Project Management
PT Media Dokter Investama,Business Management System Officer,"Jl. H. R. Rasuna Said No.Kav 32-33, RT.10/RW.7, Kuningan, Karet Kuningan
Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920
",Strategic Thinking Ability Self-management ability Understanding of business operation flow Understanding of standard operating procedure concepts Coordination and collaboration with various stakeholders in business processes SIPOC analysis (Source-Input-Process-Output-Customer) Observation and interviews of various stakeholders for the elaboration of business process flows Capability develop standard operating procedures Build and understand a sense of Business Centric approach Design Thinking Ability Planning and organizing capability Adaptability and application of organizational values
PT Media Dokter Investama,Business Operation Analyst,"Jl. H. R. Rasuna Said No.Kav 32-33, RT.10/RW.7, Kuningan, Karet Kuningan
Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920
","Strategic Thinking Ability Design Thinking Ability Planning and organizing capability Adaptability and implementation of organizational values ​​Business Strategy & Plan Ability to analyze market, including trends and customer behavior based on product and service knowledge (product knowledge) Project planning and management Build and understand a sense of Business Centric approach Self-management ability Business Process Management Business presentation skills Business Analysis: Valuation & Performance Management"
PT Traveloka Indonesia,Business Operation Intern,"Traveloka Campus (d/h Green Office Park 1) North Tower, Jl Grand Boulevard, BSD Green Office Park, Kel. Sampora, Kec. Cisauk,  Kab.Tangerang, Prov. Banten","Core Competency: Accountability Core Competency: Drive for Result Technical Competency: Training Skills Core Competency: Practical Innovation Technical Competency: Project Management Technical Competency: Problem Solving, Critical & Structural Thinking Core Competency: Accountability"
PT. Grab Teknologi Indonesia,Business Operations & Strategy,"Gedung Lippo Kuningan Lt. 27
Jl. HR. Rasuna Said Kav. B 12
Karet Kuningan Setiabudi 
Jakarta Selatan ",Business Acumen & Project Management General Training & Participation Personal Development Project Presentation Professional Attributes
PT Huawei Tech Investment,Business Operation Support,,Project Management KPI Business Operation Support iLearningX 1 iLearningX 2 HCIA Security HCIA Access
PT Nodeflux Teknologi Indonesia,Business Partner Success - Channel,Jakarta Indonesia,Business Development & Innovation CRM Partner  Managing Partnership Lifecycle Data Analysis Partners Market Analysis
PT XL Axiata Tbk,Business Process Management Intern,,communication
PT Nodeflux Teknologi Indonesia,Business Representative,Jakarta Indonesia,Design Thinking Corporate Culture & Leadership Customer Relationship Management (CRM) Business Operations Digital Business & Marketing Information Systems for Management Business Communications
Yayasan Adipurna Inovasi Asia,Camera Person,,Soft Skills Project Management Attendance Production Mastery Tools
PT Vidio Dot Com,Campaign Management (Emtek Digital),"SCTV Tower, Senayan City, Jakarta Pusat",Can ensure projects/campaigns run smoothly Have Creative Thinking Team Work Time Management Communication Skills
PT Vidio Dot Com,Campaign Marketing ,"SCTV Tower, Senayan City, Jakarta Pusat",Able to manage communication with related teams as well as stakeholders Able to ensure projects run smoothly Communication skills Able to understand the basic concepts of marketing and campaign marketing work flow Time management
PT ECART WEBPORTAL INDONESIA,Campaign Merchandising Intern - Electronics,,"Data Analysis Ability to communicate Presentation Skill Problem Solving Ability Ms. Office (Excel, Powerpoint, Word) Basic Project Management Work Management"
PT ECART WEBPORTAL INDONESIA,Campaign Merchandising Intern - Fashion,,"Presentation Skill Job Management Problem Solving Basic Project Management     Ability to communicate Data Analysis Ability of Ms. Office (Excel, PowerPoint, Word)"
PT ECART WEBPORTAL INDONESIA,Campaign Merchandising Intern - FMCG,,"Presentation Skill Job Management Basic Project Management Data Analysis Ability Ms. Office (Excel, Powerpoint, Word) Problem Solving communication skills"
PT ECART WEBPORTAL INDONESIA,Campaign Merchandising Intern - General Merchandise,,"Ability to communicate Data Analysis Problem Solving Ability Ms. Office (Excel, Powerpoint, Word) Basic Project Management Work Management Presentation Skill"
PT ECART WEBPORTAL INDONESIA,Campaign Merchandising Intern - Project,,"Ability to communicate Basic Project Management Problem Solving Data Analysis Capability of Ms. Office (Excel, Powerpoint, Word) Presentation Skill Work Management"
PT Karya Dua Anyam,Campaign Specialist Intern,,Prepare promotional material briefs and media plan performance report campaigns to see the success rate of campaigns in each channel Monitoring and analysis of campaigns that have been running mapping competitors for ongoing communication and promotion mapping of barriers or problems that occur during campaign implementation surveys and reports on programs Acquisition and retention carried out Prepare a work plan for the launching campaign
PT Mitra Integrasi Informatika,Campus Relation,"APL Tower Lantai 37, Jl. Letjen S. Parman Kav. 28, RT.12/RW.6, Tj. Duren Sel., Jakarta Barat, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470","Communication skills Pitching Skills Negotiation  Teamwork Microsoft Office Platform ( Ms.Excel, Word, Powerpoint) Interpersonal Skills Bisnis and Sales"
PT Vidio Dot Com,Care and Responder,"SCTV Tower, Senayan City, Jakarta Pusat",Skill Problem Solving yang baik Communication skills  Sense of urgency Team working Time management
PT Media Dokter Investama,Catalogue Officer,"Jl. H. R. Rasuna Said No.Kav 32-33, RT.10/RW.7, Kuningan, Karet Kuningan
Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920
",Strategic Thinking Ability Build and understand a sense of Business Centric approach Inventory Management System (organizing & categorization) Basic Product & Services Knowledge Catalog Audit System Self-management skills Basic Search Engine Optimization (SEO) Catalog Optimization Data Analytics Digital Catalog Management System Adaptability and application organizational values ​​Design Thinking ability Planning and organizing skills
PT ECART WEBPORTAL INDONESIA,Category Experience Intern,,Presentation Skill Communication Skill Analysis & Logical Thinking Kemampuan Creative Thinking Data Analysis (inc Basic Ms Excel) Basic Project Management Problem Solving
PT Vidio Dot Com,CDP Program (Emtek Digital),"SCTV Tower, Senayan City, Jakarta Pusat",Have Creative Thinking Can ensure planning of ad campaigns that will be broadcast and monitoring related to ad serving.Communication Skills Time Management Team Work
